,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayResult,cluster #
34,249,4,4,8889947.0,1,8886477.0,0,7,2,2,1,1,0,89.57125734,-0.7232155659999999,-2.4647404980000003,2032.58829,198.8136418,5.26474421,2.147922849,6.300856049,-22.77581845,11.91465094,4.070356187,2.699875229,0.215179579,80.65457334,-5.064566352,-1.687282384,0.423912874,104.122067,-2.533406272,32.98042063,,,,,43.36575381,40.30302257,31.63021462,0.287841187,-3.098671953,6.901307055,-1.96916967,50.0,5.200812173,5.484000639,-130.21966909999998,-2.323629555,-5.141704474,31.7488257,-20.72253581,0,1
36,253,2,1,8881729.0,1,8889949.0,1,7,1,0,0,1,0,80.7329849,-0.394311363,-0.631840836,1994.121276,103.5508027,5.36016514,1.070640052,7.396566127000001,-38.79776846,1.338320945,-5.709387047000001,1.771288555,0.024861192,74.57681955,-7.843494285,-1.7353327369999998,0.455972915,67.02734620000001,-16.16926012,-5.80944616,,,,,10.23315826,10.23315826,-4.240452758,0.069019775,3.109706414,0.879335399,-1.03484891,50.0,5.328084782,1.419519631,-117.8170195,-1.6278016730000002,4.332695475,22.13296354,-30.94888708,0,1
38,255,4,1,8881729.0,1,8889924.0,0,7,2,0,0,1,0,80.74440214,0.035820038,-1.505411039,2028.108891,149.6382397,5.352832053999999,1.458745966,7.28496014,-36.71349137,3.598614505,-2.13027061,2.325768082,-0.080029413,74.44762637,-7.008198361,-1.91603598,0.456971654,76.07864601,-42.18631288,45.78586516,,,,,4.639001097,4.639001097,26.90588518,0.025837402,0.812832746,2.07248964,-1.373654161,50.0,5.343989234,3.141699417,-117.7844208,-0.7238426929999999,1.121050886,22.0380229,-29.31569134,0,1
42,284,4,1,8886471.0,1,8889925.0,1,8,1,0,0,1,0,90.59111157,-2.107098315,-3.209069441,2090.827777,220.4489447,5.420025759,2.0466871280000003,6.318794981,-23.12852499,10.40300839,8.895866954,1.548308988,-0.170299521,82.80586155,-6.474358677000001,-1.522404906,0.416771704,71.80906034,-14.32489497,39.14485021,,,,,6.435745548,6.435745548,36.63718801,0.05545166,-5.912494146,6.4346746,-1.816595009,50.0,5.254882788,7.111929506,-131.6626867,-5.553937185,-10.14165111,28.64268658,-21.13670574,0,1
50,34,3,3,1110016.0,1,8889923.0,0,1,1,2,0,1,0,90.32293505,-1.628793544,-3.667299065,2113.545049,231.376775,5.994085457000001,3.359352798,6.247022808,-25.55314938,8.063430496,10.13205231,2.359181251,0.8172747690000001,83.113058,-6.432006283,-1.756775395,0.417299901,103.3824143,-5.031635794,-4.55844615,,,,,25.08837353,23.72861059,-6.277346419,0.161987915,-6.704546489,4.984264664,-3.091888946,50.0,5.860193889,8.102032872999999,-131.2923544,-4.530456765,-11.39815793,26.53735682,-23.70047978,0,1
51,39,4,5,1110016.0,1,8889935.0,1,1,2,2,2,0,1,80.38860855,-1.078541829,-4.462129885,2013.553741,152.058771,5.952532586,3.172383388,6.667011775,-39.00516658,2.827298309,-1.520444619,1.712316895,-1.044625846,74.46748321,-8.422913066,-4.749941924,0.465509176,80.90833721,-14.52015367,-20.66204323,,,,,7.391796517,6.7788788,-8.043706852,0.047269897000000005,-0.35433128700000005,1.889671874,-2.872735117,50.0,5.86413432,9.155484834,-116.8327978,-3.187223496,-0.482706305,21.17088404,-29.59974434,1,1
53,72,1,3,1110016.0,1,8889949.0,1,2,0,1,1,0,0,90.72965627,-1.010369306,-4.883807746,1966.161841,234.4237059,5.830170132,3.207739253,6.258702867999999,-24.51421223,8.787924121,12.32935214,2.85232459,-0.278345762,83.5258703,-5.618027561,-2.566511723,0.415343641,102.6620394,-2.392766644,-20.55660625,,,,,45.20894762,45.20894762,-18.95670381,0.298579102,-8.220733256,5.20744218,-2.8515700180000003,50.0,5.7429270610000005,10.87391057,-131.7342341,-3.091655144,-14.12785746,25.93644261,-23.22472511,1,1
55,80,4,1,1110016.0,1,8889921.0,1,2,2,0,0,0,0,90.48031845,-2.567048352,-4.304391162,1955.230898,200.1849116,6.419018937000001,3.180525352,6.009758112999999,-13.40848074,20.77799158,7.650417237,2.915495819,-0.17656517600000002,82.26868589,-5.091021616,-2.863843587,0.42082222,98.63252695,0.50416554,-24.92400924,2306.41807,,,,65.95151997,65.95151997,-23.36517509,0.4704718020000001,-5.4151886,12.04527452,-2.846826075,50.0,6.209858576,9.630601401,-131.2122463,-6.329454366,-9.375470972999999,28.90231825,-11.31972012,1,1
56,84,1,3,8889914.0,1,8886496.0,1,3,0,2,0,1,0,90.79888512,-0.806209675,-2.040892248,,225.7153712,5.125596155,1.222369382,6.368039248,-22.51036959,10.52323173,10.82118991,2.50747097,0.245648022,83.36315005,-5.060304515,0.009346738,0.413665669,96.01784049,-14.75305496,-16.60905722,,,,,10.69956133,7.441361907,-16.01305107,0.06083313,-6.632136369,6.1261864039999985,-1.080277251,50.0,5.056800228999999,4.3836577939999986,-132.22454040000002,-2.544586783,-11.51173496,27.27960097,-21.54051657,0,1
59,104,1,4,1110016.0,1,8889935.0,1,3,0,1,2,1,0,89.49946789,-2.31912565,-4.826070896,2098.460758,224.4551717,6.054839287999999,3.174915963,6.110789323,-23.6673801,11.0335705,10.85771535,1.929663534,-0.392679738,81.92849995,-6.761626238,-2.783477157,0.423976909,100.5138838,1.36397255,-18.24298793,2541.892506,,,,65.81498307,63.45669333,-17.10725364,0.463267212,-7.327896012999999,6.719845564,-2.810144567,50.0,5.864042032,10.61811436,-129.77883400000002,-6.013905387,-12.35878756,27.143293300000003,-20.84076222,0,1
60,122,5,5,1110018.0,0,8889949.0,1,3,2,2,2,1,0,74.80915909,-1.069819465,-0.618075713,1466.960074,123.4092313,5.824587598,-0.096523604,6.608217216,-40.03214658,8.039609322999999,-12.25695668,1.508617526,-1.684019102,69.47377877,-8.607049153,-2.9466937160000004,0.499018345,52.14668832,-26.56599688,51.82664901,,,,,6.466498238,6.454199192000001,41.90780293,0.047190552,6.676160415,4.769733922,0.143685552,50.0,5.734977457,1.468208659,-109.047287,-2.989578937,8.007181574,18.19665547,-26.45337631,0,1
61,128,2,1,8889914.0,1,8880671.0,1,4,0,0,0,2,0,90.45980959,-1.011177348,-1.760598764,,212.1947224,5.192143007,1.236395653,6.291267325,-23.12562252,10.20015713,6.441797537999999,2.332797363,0.150529512,83.22495431,-5.369428939,-0.542817575,0.415491054,102.8242754,-9.059229005,-15.89367806,,,,,15.31870774,15.01708029,-14.64715674,0.091921997,-4.046348859,5.932120764,-1.110215192,50.0,5.106529725,3.851516899,-131.7429963,-3.037155994,-7.038044509,26.6405133,-21.85597381,0,1
64,172,6,1,8889914.0,1,1110021.0,0,5,2,0,0,1,0,91.51753783,-1.502459749,-1.009435593,2230.074846,197.5674382,5.27849883,1.22815187,6.3347916139999985,-21.37473276,11.21269222,3.5595634830000003,2.11355157,0.595383998,83.98796203,-5.537603747,-0.334756432,0.410862534,106.9375006,1.516220589,-5.210182547,1935.313126,,,,107.3311767,102.0822155,-5.673126504,0.762660522,-2.26387265,6.666563246,-1.156486157,50.0,5.15903164,2.238983254,-133.2831056,-4.1535715810000005,-4.009875294,28.11981276,-20.36592531,0,1
66,183,3,3,1110018.0,0,8889933.0,1,5,1,1,1,1,0,89.03795717,-2.306332514,0.991693756,2353.711824,140.8359,5.833336885,-0.366821111,6.292926753,-19.86208037,14.64281265,-11.95354226,2.051766058,-0.449165179,81.79006529,-6.045568732,-1.271877449,0.422777495,82.85727257,-8.119500298,34.95479154,,,,,15.02613058,13.63055522,32.58026195,0.114126587,6.925518717999999,8.785233448,0.299846866,50.0,5.654231416,-1.882985746,-129.6067138,-5.81970359,11.60469535,26.49491863,-17.45313567,0,1
67,191,1,3,8889953.0,1,8880671.0,1,6,0,2,0,0,0,87.97256454,-1.382713359,-3.912668746,,223.7306697,5.418356417,2.268842503,6.953911711,-22.10144092,12.70309891,12.18366646,2.315379721,-0.281180072,80.08336714,-5.619872058,-1.573368963,0.424609265,98.21327687,-8.871134005,-5.115857027,,,,,14.16058048,12.57334753,-3.47770817,0.093320923,-8.175390827000001,7.708287267,-2.03068511,50.0,5.324792221,8.437785274,-127.9177031,-3.659334163,-13.17020142,27.88735253,-19.75633079,1,1
69,236,4,2,8889947.0,1,1110021.0,0,7,2,0,1,0,0,90.79528884,-2.5015584090000003,-0.845745634,2027.121795,185.270508,5.819032609,1.241218927,5.9946535260000005,-19.01631891,14.60434432,1.350138443,1.914788884,0.570046255,83.23820643,-6.064854258,-0.591289676,0.417325245,117.3251058,-1.478134094,11.65093548,,,,,43.03073199,43.03073199,10.24243698,0.251427612,-0.963531499,8.593854304,-1.175473576,50.0,5.611724955,1.905844804,-132.0778851,-6.389255999,-1.703509523,27.87298017,-16.98024051,1,1
70,258,3,2,1110018.0,0,8889935.0,1,7,2,1,0,1,0,75.59749319,-0.802450255,0.675540864,1360.8125730000004,135.5823497,5.952726871,-0.226060691,6.096385917,-35.64396629999999,13.32822924,-13.10513027,2.240209167,-0.6934016740000001,68.49595113,-7.543885437999999,-1.819930453,0.503670257,74.47041689,2.23600589,-21.34530989,2782.156744000001,,,,60.15035500000001,55.09768652,-19.49795331,0.553318481,7.43820784,7.602791207,0.180996058,50.0,5.872444458,-0.953246967,-109.961835,-2.474014141,8.874814242000001,22.46862869,-23.10286352,0,1
71,273,5,1,8889947.0,1,999804.0,1,8,2,0,0,0,1,92.29885881,-2.721326603,-2.534645511,2188.954934,200.030472,5.569298082,2.134210678,6.249100502,-16.97915122,15.37039965,5.61471598,1.640655604,0.26335323,84.36772511,-5.922051476,-1.471458791,0.409360228,90.39292525,-12.76345128,-2.604728476,,,,,8.759119757,8.759119757,-4.133185833,0.059268188,-3.828363149,9.276042306,-1.948870885,50.0,5.358688119,5.762443037000001,-134.1575978,-6.916092567000001,-6.887120085,29.4321089,-15.48670339,1,1
74,284,3,2,1110018.0,0,8889937.0,0,8,2,0,1,1,0,88.50907515,-0.93516753,0.294442892,2035.208946,145.69029730000003,5.804453261,-0.16994432,5.967143042000001,-25.72390782,9.852865844,-6.746441052000001,2.793775492,-0.459187317,80.64326679999998,-5.778031051,-0.980920649,0.42929398,71.08027777,-27.81938224,-7.925060293,,,,,4.959180763,4.959180763,-4.144963105,0.05295166,3.812210693,5.719691861,0.150403017,50.0,5.716192307000001,-0.448091478,-128.803531,-2.917859683,6.246455775,28.26891126,-22.80211056,0,1
75,297,3,3,8889947.0,1,1110015.0,0,9,2,2,0,0,0,89.22281085,-2.307830109,-1.5322834419999998,1979.923201,186.0122335,5.568064402,1.610938164,6.262427082,-21.39940737,13.28597644,1.402715244,1.655328828,0.314915161,81.32229042,-6.350081184,-1.265797623,0.423881801,94.07263128,-13.26120458,32.00641819,,,,,8.651302229,7.953104314,24.64381545,0.056525269,-1.225488308,7.979883802000001,-1.498303504,50.0,5.386770302,3.429030764,-129.7713866,-5.8774709660000015,-2.07075511,28.77038109,-18.69012949,1,1
83,35,3,2,8889942.0,1,1110024.0,1,2,2,1,0,1,0,87.6216421,-1.643435253,-1.7234895330000002,2185.035177,223.3051364,6.305809859,1.327156523,5.138712068999999,-24.64240482,12.78838798,12.08650238,2.703871717,0.7112256240000001,79.97744409,-6.202894057999999,0.523763427,0.440337864,54.76046954,6.052612997000001,1.2922258999999998,1991.741035,,,,58.96021061,56.3501446,0.37195474,0.7644085690000001,-6.962451073,7.314596319,-1.175004296,50.0,6.13333292,3.394147573,-127.2779302,-4.541529569,-11.1948781,26.7797261,-20.41295849,0,1
84,47,3,1,8886499.0,1,8889937.0,0,2,1,0,0,2,0,89.19969367,-1.062650127,-2.9945839480000003,,250.7611152,5.3737196670000005,1.669868097,6.627502037999999,-29.9878789,4.441667093,12.8196685,1.900424461,-0.0058869,80.88155738,-6.788680012,-0.536337054,0.422315641,71.43366311,-18.00383989,32.41599362,,,,,8.358256139,6.639385436,24.7801829,0.059308472,-8.131335072,2.825467938,-1.472644784,50.0,5.289419778,6.429824771,-129.7212001,-3.24288365,-13.56982397,30.39357028,-27.4588201,0,1
85,50,1,3,8889942.0,1,1110014.0,1,3,0,1,1,0,0,87.8613849,-1.862710435,-2.2861326180000003,,217.9017991,6.385372452,1.477669119,5.214873708,-21.32917308,16.35475356,12.76023739,2.854679647,0.390546555,78.9205859,-5.847958834,0.107764302,0.441824295,78.5572252,-3.631919226,-2.286961147,,,,,31.42959171,31.21263282,-3.009066078,0.27192810100000003,-7.598341292000001,9.380852485,-1.275998171,50.0,6.197889186,4.637612872,-127.42779070000002,-4.898889753,-12.11841967,30.65734488,-17.21274281,1,1
86,53,2,3,8889942.0,1,8886500.0,1,3,0,1,1,2,0,78.91209015,-0.477761163,-2.577020848,,226.2526143,6.013924387,1.351594192,5.3432290280000005,-33.19754646,12.5789492,13.18630654,2.798895696,0.031778669,72.14048716,-6.64273379,-0.118292888,0.486959441,97.30396799,-6.347594684,-33.09416503,,,,,27.35140029,27.14814475,-30.24151737,0.183320923,-7.770506685,6.845548478,-1.128843475,50.0,5.947496032999999,4.745094907,-114.6491662,-2.001832269,-10.24043657,21.60578315,-23.15257701,0,1
87,57,3,4,8889942.0,1,8886496.0,1,3,2,2,1,1,0,87.32290698,-2.201585209,-1.923141147,2141.30846,230.1935193,6.072923089,1.272607285,5.483437706,-27.89157261,9.489572737,11.42929431,1.6869233419999998,0.425323294,79.54724959999999,-7.393954945,0.219844898,0.440045739,63.18426337,-4.7619655860000005,4.368062239,,,,,17.30505773,16.59255867,2.589496754,0.176884155,-6.850884398,5.875039002,-1.11182891,50.0,5.861389354,3.870758945,-126.8144268,-5.823338126,-10.76880725,27.74408337,-22.93915873,0,1
88,61,1,4,8886499.0,1,8889949.0,1,3,0,2,1,1,0,89.58583793,-1.9707326,-2.334071809,1956.899107,226.0898682,5.468777672000001,1.450469131,6.475711482,-22.84698006,11.19824906,11.66583643,1.753205903,0.278394026,81.85583093,-6.30124214,-0.112365423,0.419951995,76.67802356,-20.86832018,-36.62485509,,,,,7.089106289,6.5539808960000006,-28.14541376,0.047002563,-7.337984192,6.9639726820000005,-1.291704584,50.0,5.320011877,4.973292333,-130.3358781,-5.152744756000001,-12.17734757,28.27993808,-20.61737119,0,1
89,63,2,2,8886499.0,1,8889918.0,1,3,1,0,1,1,0,89.88398823,-0.586366119,-3.477440934,2047.771615,240.1778262,5.299386454,1.566798919,6.40986262,-24.85446321,9.605018807,16.81279019,2.688118551,-0.232895896,80.63969138,-5.342386086,-0.254707987,0.4224992,98.42884675,-16.2574958,34.03432823,,,,,8.819758171,8.728877292,34.044898100000005,0.062208862,-10.76678735,5.663726807000001,-1.325961293,50.0,5.246168527,7.444044617,-130.5595064,-2.062617337,-17.68595585,32.71866769,-22.87058421,0,1
90,65,3,2,8886499.0,1,8889924.0,0,3,2,1,0,1,0,79.35024298,-0.111101549,-1.969984094,,240.0723161,5.189684488,1.695487027,7.060187654,-34.60059833,7.962750364,13.901694699999998,2.205366316,1.0645997109999998,72.28164393,-6.763607605,0.7148998870000001,0.4695581820000001,64.11313447,-22.97925358,-10.14257143,,,,,7.401167627,7.072957631,-15.45844902,0.060234985,-8.642546906,4.631339866999999,-1.5818303619999998,50.0,5.171513601,3.665078759,-115.61389640000002,-0.999892845,-11.31744545,23.52056152,-26.10929278,0,1
91,87,4,6,8889942.0,1,1110021.0,0,4,0,2,2,0,0,87.65789552,-1.268044561,-1.905630468,,215.5918935,6.21406279,1.2677125809999998,5.333747498999999,-22.1643778,15.2598106,10.94687002,3.176642642,0.391645196,79.22754342,-5.408195116,0.145985856,0.440299015,84.81231992,0.286021109,-34.3414874,1999.2375170000007,,,,63.32792825,62.30546426,-34.08982684,0.53758728,-6.465168468,8.574151265,-1.103537719,50.0,6.084125646,3.855037077,-127.2899935,-3.5888012860000003,-10.37686958,29.02478898,-18.41217214,1,1
92,90,6,2,8889942.0,1,1110024.0,1,4,1,0,1,2,0,86.05091428,-2.303055022,-1.737716497,2070.555451,214.0296528,6.4356936560000015,1.212447031,5.438014356,-25.31197669,12.98674579,8.793768832,2.167932786,0.31779517,78.87740773,-6.996391292,-0.096354951,0.445413794,99.9472663,-1.5306205430000002,-12.40727119,,,,,39.48829651,39.48829651,-12.24010867,0.269647827,-5.157765051,7.544232414,-1.064913519,50.0,6.214788026,3.495446495,-125.03234609999998,-5.888016162,-8.151892797,25.19631326,-20.25032321,0,1
93,92,1,2,8886499.0,1,8889921.0,1,4,0,1,0,0,0,87.68337883,-1.6388257819999998,-2.71250497,1862.315799,226.0895975,5.477828211,1.527725913,6.494912169,-25.26637253,10.10488014,10.53125558,1.866050776,-0.08612461,80.4874926,-6.418944627,-0.7115950109999999,0.428052205,92.91381719,-17.62831879,-26.91191826,,,,,8.580230622,8.419629297,-19.48098404,0.037792358,-6.697559057,6.1560251410000015,-1.34271635,50.0,5.351900547,5.745443389,-127.5940326,-4.373560842,-10.80861425,25.94642427,-22.23936929,1,1
94,97,3,3,8886499.0,1,8889935.0,1,4,1,1,1,1,0,89.16470533,-0.909381434,-2.117969394,1987.488213,237.9338823,5.227546015,1.563723732,6.374676381,-25.71621994,8.943490893,14.3279107,2.247327945,0.808467378,80.94986593,-5.796686191,0.614888338,0.4237249,78.26873954,-9.43830953,-15.24069364,,,,,14.20576803,14.20576803,-17.01104629,0.115097656,-8.591303723,5.235358786,-1.417874834,50.0,5.1500623910000005,4.376443325,-129.7304362,-2.816782642,-14.39629201,29.63368624,-23.40125268,0,1
101,132,2,3,8889927.0,1,999804.0,1,6,0,2,0,0,0,89.799099,-1.4851624,-2.519480511,2062.113936,207.6260612,5.7859526510000014,1.878193276,5.851900087000001,-20.22064324,14.95859771,7.846142565,2.7194740960000003,0.189821643,80.71374279,-5.308869172,-1.031731458,0.42688879,96.40151692,-0.114583754,-18.77129048,1540.15679,,,,58.57394467,58.57394467,-18.1513418,0.430581055,-5.220406065,8.823751144,-1.678237769,50.0,5.6537145220000005,5.483047557000001,-130.3967232,-4.0402214160000005,-8.586012744,32.04720607,-17.66160665,1,1
102,154,3,2,999822.0,1,8889933.0,1,6,0,0,1,2,0,86.6186459,-0.8252662009999999,-1.874251658,2208.247481,183.0200904,5.588473862000001,2.089864127,6.1279239610000005,-22.53739441,14.87654216,0.786733261,2.947164159,0.422575044,77.80675129999999,-5.112778112,-1.7241928640000002,0.440238704,94.75875852,-9.632180352,13.39709177,,,,,18.39306474,17.51125067,10.76902785,0.124467163,-1.081560189,8.574688053,-1.947236641,50.0,5.513897673,4.096875582,-125.9113382,-2.484681534,-1.668760129,30.32099807,-18.94399655,0,1
104,171,6,7,999826.0,0,8889949.0,1,6,2,3,2,0,0,86.59838302,-1.417477395,2.79645475,1902.378852,139.3438193,5.748867262,-2.3446663290000003,6.246178251,-27.12829996,9.49912718,-8.187482587,2.179206228,-0.446122477,79.4718926,-6.5264247110000015,1.248133739,0.435586815,99.04140799,-17.81009322,1.47206149,,,,,7.811279767,7.811279767,2.290037351,0.045490723,5.291960284,5.632046681,2.141011192,50.0,5.6300227,-5.911055864,-125.9677488,-3.922529507,8.430565258,25.35646018,-23.2016953,1,1
111,218,6,2,999814.0,0,8889937.0,0,7,1,0,1,0,0,78.44740339,-0.668683547,3.09073186,1676.499851,122.5786825,5.367219126,-1.675875699,5.520873904,-36.13208834,9.685401177000001,-15.22447684,1.7301733330000002,-0.052495311,72.19072231,-7.373530727999999,0.251730107,0.487177433,81.12039778,1.41928266,35.31402646,2878.548787,,,,60.35532099,57.34482911,33.61617956,0.527496948,9.01774874,5.385269442999999,1.417200655,50.0,5.285031299,-5.690432923,-113.9990454,-2.43612585,11.785766,20.27570616,-25.13575914,1,1
112,220,7,2,999814.0,0,8889949.0,1,7,1,1,0,2,0,78.72588458,-0.422841023,2.239327264,1745.065237,120.8609971,5.319058503,-1.809895094,5.483116159,-36.19905496,9.166308961,-15.41085255,1.906601781,-0.998219662,72.67488099,-7.128142046000002,-0.62992001,0.484767748,51.05912622,-15.01191483,42.72078545,,,,,9.990371585,9.990371585,35.11831998,0.09657959,8.87036116,5.037504743,1.624168918,50.0,5.257569891,-4.000720895,-114.5079125,-1.966036635,11.70517755,19.83155566,-25.52664307,0,1
117,247,2,5,8882060.0,1,8889924.0,0,8,1,2,2,1,0,84.49952538,-1.797482855,-0.431515408,1670.999722,187.8862125,5.532596252,1.170654657,7.426252307,-24.97466255,11.78154267,1.636721568,1.830247352,0.918001203,77.48877738,-6.60992138,-0.114247996,0.436351881,89.77413639,-24.22528499,-34.27868247,,,,,4.8642936610000005,4.8642936610000005,-41.07282308,0.031470947,-1.08192578,7.405021337000001,-1.147956457,50.0,5.429409017,0.892575569,-123.2427462,-4.411396073,-1.6220885040000002,25.14853286,-21.07199312,0,1
