,Batter_ID,Up_The_Middle_BIP,Up_The_Middle_Hit,Up_The_Middle_BIP+Hit,SS_BIP,SS_Hit,SS_BIP+Hit,3_4_Hole_BIP,3_4_Hole_Hit,3_4_Hole_BIP+Hit,1B_BIP,1B_Hit,1B_BIP+Hit,5_6_Hole_BIP,5_6_Hole_Hit,5_6_Hole_BIP+Hit,2B_BIP,2B_Hit,2B_BIP+Hit,3B_BIP,3B_Hit,3B_BIP+Hit
519,8900832,1,1,33.33333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,8900830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,8896909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,8897414,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1000024933,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
524,1000024936,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,8897422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
526,8897415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,8898919,1,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
528,1000008833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,8888784,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33.33333333,1,1,33.33333333,0,0,0
530,8899403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,1000023552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,10000220,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,10000213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,10000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
535,10000223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,10000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,8888799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1000025162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
539,9999930,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,1000025163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,1000025720,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0
542,1000025732,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,8889382,1,1,33.33333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
544,1000010285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,8894282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,1000025604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,8883171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,1000024444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
549,1000016214,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
550,1000049260,5,2,20,2,0,0,0,0,0,0,0,0,2,2,20,1,0,0,0,0,0
551,1000026179,5,1,8.333333333,1,0,0,4,1,8.333333333,1,0,0,0,0,0,1,0,0,0,0,0
552,8900580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0
553,1000013469,0,0,0,1,0,0,0,0,0,0,0,0,2,2,50,0,0,0,1,1,25
554,8899274,3,2,14.28571429,1,0,0,0,0,0,0,0,0,4,4,28.57142857,2,0,0,4,2,14.28571429
555,1000028595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
556,1000075627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,8899498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,1000013440,2,1,25,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25
559,1000010035,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
560,1000013674,1,1,20,3,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
561,10000660,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
562,1000026979,1,0,0,1,1,16.66666667,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
563,1000049262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,1000079490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1000014415,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,1000050689,0,0,0,0,0,0,2,1,25,1,0,0,1,0,0,0,0,0,0,0,0
567,1000067065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1000058566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1000079501,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1000066051,1,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
571,1000084948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1000054194,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0
573,9999304,0,0,0,1,1,33.33333333,0,0,0,0,0,0,0,0,0,1,1,33.33333333,1,0,0
574,1000013607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575,1000076022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1000068375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
577,1000013816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
578,1000013686,3,0,0,0,0,0,0,0,0,2,1,16.66666667,0,0,0,1,0,0,0,0,0
579,1000026981,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
580,1000028157,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,1000059536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,1,0,0
582,1000028162,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
583,1000079566,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
584,1000079571,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
585,1000028156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1000079564,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
587,1000059558,1,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,1000028148,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1000056544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1000027884,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,9999915,1,1,50,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
592,1000014421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1000054633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
594,1000054637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,8899687,1,1,33.33333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
596,8899707,1,1,16.66666667,1,1,16.66666667,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
597,1000075379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,1000018620,0,0,0,1,0,0,0,0,0,0,0,0,2,1,25,0,0,0,1,1,25
599,8898969,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
600,1000026944,0,0,0,1,1,33.33333333,0,0,0,0,0,0,1,1,33.33333333,0,0,0,1,1,33.33333333
601,8899490,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,8885760,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
603,1000013155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
