,Angle,Balls,BatterId,BatterSide,Bearing,Direction,Distance,ExitSpeed,Extension,HangTime,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult
854,13.29336263,1,8886502.0,1,16.8179117,8.793522664,220.6412773,86.59943822,6.551404437,2.366422119,2741.309522,-1.985167218,-6.106916144,-0.823640576,-0.065068737,8,220.6412773,2,0,3,233,8889953.0,1,4,2.3270909680000003,0.980055875,107.808686,18.38418192,21.8467727,5.372274543,2.244159951,77.74174487,0,89.78425948,1742.602073,2,-7.725278131,-44.81372246,0.751697582,71.74898235,0.481461434,4.098651341,20.32448701,-32.48752459,3.229349067,-0.246989423,1.781248629,-113.293677,0.367439266,-2.1847620290000003,50.0,5.404634882000001,Single
858,36.11033042,1,1110021.0,0,16.85708542,18.09778125,240.7229655,72.63050055,5.740715494,4.252873535,,-2.992687885,-3.446768384,-2.351868248,3.4398713560000003,8,240.7229655,2,0,4,237,8889953.0,1,4,1.769505885,-0.167253671,105.0381487,60.86946953,32.66367165,5.170087008,2.310759386,77.02416704,0,135.3048869,1878.780316,2,-7.768632686,-43.1193129,0.206804622,71.91003009,0.491104823,1.6697045869999998,17.3391485,-29.85961271,1.291265294,1.789867925,4.7064078380000005,-112.1395758,-0.855074078,-2.113208842,50.0,5.160627897,Single
860,18.68833869,0,8880671.0,1,29.64746749,18.21245447,281.092804,87.52156065,6.135902634,3.3305059810000004,,-3.4033360860000004,-7.630669025,-1.964792364,0.030195785,8,272.00818860000004,2,1,5,239,8889953.0,1,2,1.872997572,-0.249150963,101.9534034,31.85035027,41.29741949,5.293008444,2.2030886780000003,75.35152091,0,90.56904204,1831.539717,1,-8.411294798,-48.46027164,0.668718088,69.62525648,0.501186892,4.405762333,19.15972145,-32.37777445,3.690675437,-0.170659717,3.963454954,-109.6835716,0.006372151,-2.049437902,50.0,5.318699411,Out
868,-24.22528499,2,8889924.0,0,-41.07282308,-34.27868247,4.8642936610000005,89.77413639,7.426252307,0.031470947,,-0.114247996,1.636721568,-0.431515408,11.78154267,8,4.8642936610000005,1,1,2,247,8882060.0,1,5,1.830247352,0.918001203,,,,5.532596252,1.170654657,84.49952538,0,187.8862125,1670.999722,2,-6.60992138,-24.97466255,-1.797482855,77.48877738,0.436351881,-1.6220885040000002,25.14853286,-21.07199312,-1.08192578,7.405021337000001,0.892575569,-123.2427462,-4.411396073,-1.147956457,50.0,5.429409017,Out
879,12.82284294,2,8889923.0,0,34.00208474,28.67902641,213.9120206,93.22013568,7.440259151,1.974116821,1361.398081,-2.084155597,-2.468224842,-1.606010559,13.12214905,8,200.6049317,2,1,4,258,8882060.0,1,5,1.826175102,-0.4837872070000001,94.26686002,16.20621129,56.68903154,5.537755344,1.169809104,84.40446897,1,169.3747748,,2,-6.494095051,-23.73646817,-1.921856423,77.38450978,0.436959351,1.449956134,25.12947884,-19.87610836,0.960959633,8.150470084,3.5034884180000003,-123.0519449,-4.64437598,-1.083391955,50.0,5.4287152239999985,Single
889,24.59469634,0,1110014.0,1,-18.20874507,-21.94516891,326.9192714,90.56227222,6.253191899,4.529622192,2750.036152,-2.107927351,-3.083253585,-1.528766191,1.801554817,9,321.5192507,1,1,2,268,8889953.0,1,3,1.6461772469999998,0.50442468,102.313819,46.54865946,-40.39523936,5.468085562000001,2.171280098,78.18460051,0,120.8706831,,2,-8.226342731,-42.43506494,-0.309692162,73.13611086,0.478698961,1.766521403,17.83481486,-30.76731191,1.336102777,1.063980732,3.124856298,-113.9657694,-1.7626836259999998,-2.056423754,50.0,5.423835841,Out
893,17.90024402,2,8886500.0,1,8.222099457,-0.754286218,338.9124571000001,100.3055028,7.081802356,3.885961304,2388.09294,-1.972389612,4.270104014,-2.797776544,13.62526668,9,330.8398645,2,1,3,272,8889953.0,1,4,1.862963246,0.066881034,109.9692043,33.62652502,2.593689893,5.42439388,2.252258587,87.33521529,0,197.3610336,,1,-6.10482844,-21.68241384,-1.930202242,79.11916281,0.427667367,-5.325360457,29.3484551,-18.76779677,-3.343281139,8.416494823999999,6.105983792999999,-127.0796621,-4.817473192,-2.086668584,50.0,5.301999809,Out
901,-1.074590083,0,999804.0,1,1.913357595,2.491261559,56.44082777,95.78511071,6.616089546,0.41053894,1441.208974,-0.8819340240000001,5.98608225,-2.022607732,12.17747657,1,53.70803442,0,1,2,8,8889935.0,1,2,3.183620499,0.356917128,,,,5.3792741820000005,1.710960455,90.26663778,0,206.1193512,2430.030333,1,-4.481826893,-21.00501549,-0.4859067520000001,82.61963224,0.414596869,-6.784868955,27.76965923,-20.13099776,-3.936892788,6.9879315470000005,4.472686188,-131.4863407,-1.7153713730000002,-1.576352906,50.0,5.33749962,Out
904,5.47616172,1,8886502.0,1,-29.04705211,-29.73593096,112.4777885,96.25977088,7.050296537,0.89920105,1812.64481,0.207609437,11.01964771,-1.907522583,-2.982814138,1,111.8513493,1,0,3,11,8889935.0,1,3,2.945833921,0.7996858240000001,96.15178898,0.532647713,-53.43058942,5.493334994,1.614295921,90.41316795,0,284.9980871,2356.533902,1,-6.330354806,-35.42482878,0.445241058,83.22596123,0.409944842,-11.83925691,27.34225373,-35.34482173,-6.7461533939999985,-1.806745333,4.104940104,-131.8150985,0.108266066,-1.503162625,50.0,5.508190452999999,Single
905,-6.41390725,0,1110021.0,0,29.20482607,34.91223061,24.22211831,96.94968641,6.789972982999999,0.16226257300000002,,0.669907376,16.73423745,-2.55668911,9.730131185,1,22.11159329,1,1,4,12,8889935.0,1,1,2.501098347,0.852296055,,,,5.249145667,1.7927423480000002,90.42756205,1,239.7438884,2284.617198,0,-5.397155136,-23.64476097,-0.851149321,81.53545063,0.415797098,-17.57474184,32.30763657,-22.31355678,-10.47947307,5.8796174070000005,5.4218487820000005,-131.57287209999998,-2.596978176,-1.6334983790000002,50.0,5.184996261,Out
917,13.88789349,1,8889924.0,0,3.618486207,5.152672993,218.3666324,81.67224904,7.240939871,2.325648193,1962.022641,-1.651565795,4.309621596,-2.491515567,15.40556123,1,218.3666324,0,0,1,24,999810.0,1,2,2.438428183,-0.402639964,109.6531673,18.18671448,8.727887925,5.524850607,1.49397065,88.18267940000001,0,195.5972632,1918.207945,0,-5.380417106,-19.28392621,-1.6331006330000002,79.08203470000002,0.423906875,-5.406646809,32.39359293,-16.96115277,-3.328631837,9.365902941,5.483268162000001,-128.34015929999998,-4.1151087460000015,-1.353490764,50.0,5.426151712999999,Single
930,32.85625671,3,8889935.0,1,25.02576571,20.57505938,332.2861136,87.46693989,6.15131059,4.959439087,,-2.2396063930000003,-9.526310204,-0.437425161,4.096390063,1,133.63765320000002,1,1,4,37,999810.0,1,6,2.8527921430000003,0.198193947,101.4548016,65.63803257,42.50747005,5.55119433,1.39616213,77.34832936,0,113.4876337,2260.496144,2,-7.039877259,-41.98084222,0.8658819059999999,70.98996818,0.488556404,6.492898019,20.82300239,-29.62840953,5.198231374,2.0380453590000003,1.115728637,-112.6270133,0.574722181,-1.358049505,50.0,5.595218334,Out
936,23.98856925,3,8889933.0,1,2.303878586,8.721134762,343.8205035000001,91.26011078,6.744811202,4.299453735,3317.831904,-0.570087363,7.852489052,-2.0806907,15.78730467,1,336.680658,2,1,5,43,999810.0,1,6,1.68426774,-0.191951037,109.1712994,44.45023187,13.47324278,5.662995577999999,1.055136993,90.01618855,0,206.3996324,2064.422832,2,-6.145636127,-17.91405303,-2.717568305,81.42703588,0.417825765,-8.631716382,31.24322319,-15.61823469,-5.16888957,9.914039087999999,4.5412723580000005,-130.8953227,-6.7060086210000005,-0.921812047,50.0,5.4777032389999984,Out
938,-1.455820484,0,1110024.0,1,5.033932694,5.215057245,56.35559803,102.1286498,6.053872735,0.38210022,1722.76463,-0.91382021,7.848658682999999,-2.393295424,13.81958816,2,51.43638663,0,1,1,45,8889935.0,1,2,2.916421585,-0.110188986,,,,5.518132576,1.452084264,89.02998531,0,209.5355866,2376.452031,1,-4.874997564,-21.05208189,-0.91468712,81.50101049,0.425018556,-8.358564502,26.72715288,-18.99643444,-4.947975037,7.800682245,5.166230328,-129.53286029999998,-2.734064782,-1.270539733,50.0,5.4357480670000005,Out
953,3.240776691,3,8882062.0,0,-0.20747910100000005,-1.058487664,59.04902298,65.77088647,6.7441178210000015,0.643738403,1507.399452,-2.507665446,-0.7975646359999999,-2.355404771,14.27152579,2,53.79847709,2,1,4,60,8889935.0,1,6,2.756409588,-0.547459927,,,,5.38615477,1.67181147,90.59987303,0,176.80824130000005,2303.685224,2,-4.720539907,-18.56486525,-1.1840594009999998,82.90447161,0.412429031,-0.382851551,28.30661049,-17.60483863,-0.220376235,8.386299147999999,5.449064825,-131.9360737,-3.24535295,-1.5170549919999998,50.0,5.30116254,Out
958,-2.025604328,1,8889917.0,1,-27.31391105,-28.08494202,39.79493295,104.5071488,7.017665227,0.257329712,,0.103381816,5.535461644,-0.973344642,21.20165935,2,34.31803177,0,0,1,65,999810.0,1,5,1.945012953,0.493399299,,,,5.970231721,0.916671333,88.0165802,0,194.6106623,1959.666439,2,-5.849576418,-14.00765787,-3.141462344,78.78042752,0.427071234,-5.61265453,32.6306546,-11.008953,-3.571260403,13.46708002,2.037478637,-127.9939659,-7.372755885,-0.859385252,50.0,5.774442159,Single
960,2.428517873,1,8889937.0,0,-0.6215923879999999,-0.15242743,84.42473247,103.4824025,6.868858875,0.597114868,510.466644,0.4549333920000001,8.866456739,-1.260886296,4.100216689,2,84.42473247,0,0,2,67,999810.0,1,2,2.14802724,0.81033845,,,,5.396253625,1.220690969,87.30221127,0,245.0035258,1935.340578,0,-6.764241974,-31.6527001,-0.669735133,78.71989275,0.430355401,-8.661950786,31.03232097,-28.12141994,-5.512302974,2.57901682,2.5708890980000003,-127.1204197,-2.296913939,-1.144025087,50.0,5.342277323999999,Single
963,47.58706791,0,8889918.0,1,6.321364602999999,2.330726215,199.9077213,72.81960512,5.956537124,4.727630005,,-1.791993406,-8.145578629,-0.260915468,-4.092152944,2,100.0920936,1,1,4,70,999810.0,1,1,2.225759367,0.453010299,109.6422621,93.06856613,8.864108846,5.440000952,1.373735509,74.09366704,0,63.59245693,1999.88732,0,-8.735477432,-54.41621079,1.423784097,68.64670352,0.5105747629999999,5.125977425,17.96167079,-35.2367537,4.39135132,-2.623775555,0.7097877770000001,-107.8824052,1.221708009,-1.348466488,50.0,5.522277083,Out
972,5.249213408999999,1,8889923.0,0,31.32809342,31.64576673,130.6354311,102.1977846,7.1436762210000015,1.019452515,1987.403925,-1.417837284,5.291840675,-2.441345124,10.04712013,2,124.2367858,2,0,7,79,999810.0,1,3,1.886235268,-0.3958357770000001,94.11086866,2.846595414,56.94856269,5.464248841,1.377591662,88.61848562,0,207.700651,,1,-6.366366697,-24.06472515,-1.732727316,80.50941448,0.420362654,-6.257018325,29.68881555,-21.79874384,-3.834907685,6.35899301,5.37169066,-129.0267113,-4.495202017,-1.236220761,50.0,5.355031193,Single
990,20.89725787,2,1110021.0,0,-13.21667063,-3.917805283,379.2841453,102.2900495,6.602504047,4.435823364,,0.6246719070000001,18.82530572,-2.959396314,1.850403087,3,370.2060613,2,0,3,97,8889935.0,1,3,1.969065468,0.569311686,109.2358148,41.73208459,-12.93916731,5.250855895,1.7135876,89.52773893,0,264.2905524,2236.261629,0,-6.72850182,-31.91531596,-0.6783413209999999,82.28135775,0.418224547,-19.33248897,26.9759876,-30.09105301,-11.44150981,1.232775254,6.202459589,-130.3189858,-2.451457934,-1.520126334,50.0,5.191153396,Double
999,-9.220963081,1,1110014.0,1,4.2415590289999985,5.052527858,14.96614443,63.15326483,6.2987903560000005,0.139869995,,-3.296235674,-17.66070878,0.070451458,-6.672828349,3,13.03680687,2,1,5,106,8889935.0,1,4,2.326586788,0.024837889,,,,5.6347874760000005,1.43166062,79.33864838,0,69.41915986,2591.251432,2,-8.595353345,-50.64497241,0.990098603,72.41691277,0.477265827,12.95182328,24.09784913,-37.47296521,9.921971245,-4.059327981,0.326257519,-115.4726884,0.652857545,-1.4283414819999998,50.0,5.6830456,Out
1008,17.72624003,0,8889917.0,1,-2.111289205,-4.877620642,337.514363,96.56422111,5.918682444,3.533434448,1403.838605,-2.670958816,-11.57895129,-0.491797751,0.414037314,3,328.5145999,1,1,2,115,999810.0,1,2,2.790363674,-0.251558873,109.7635053,33.30590569,-7.2035269610000014,5.561570017999999,1.169693218,74.82720002,0,92.2785112,2156.631225,1,-7.781299631,-49.22497005,1.433968367,68.87204492,0.507087684,7.340237054,19.1971865,-32.38626093,6.278284479,-0.181510435,1.249273735,-108.90374540000002,1.3893375680000002,-1.123789909,50.0,5.648218022999999,Out
1017,10.28198941,1,1110024.0,1,-27.81483089,-27.45029019,201.4329498,106.1368056,6.639804865,1.66079834,1279.694143,-0.84787887,7.470660256,-2.271718054,12.13897304,4,201.4329498,0,0,1,124,8889935.0,1,3,3.301352274,-0.079740381,99.38164136,14.38041397,-47.15060191,5.519268245,1.3780801319999998,85.98383651,0,211.5370637,2250.48095,1,-4.843523385,-24.39855987,-0.201637,78.75057827,0.435051959,-7.57547825,25.13248661,-21.39625195,-4.766615956,6.781567521,4.766063585,-125.2376903,-1.101078986,-1.228097166,50.0,5.4955395660000015,Single
1020,-14.2906421,1,8886500.0,1,-7.862233871,-8.900766894,8.478398461,99.30353405,6.916729267999999,0.052152099999999986,,-0.577573326,11.27884469,-2.740544608,11.48858091,4,8.478398461,0,2,2,127,8889935.0,1,3,1.752552947,-0.118555599,,,,5.426022073,1.438598005,87.62377166,0,224.3904113,2173.93856,1,-6.363416751,-23.45270827,-1.885303359,80.22376445,0.425442606,-11.66462015,26.71980488,-20.71479421,-7.251279666,7.123614571,5.814762123,-127.550192,-4.808037829,-1.271201163,50.0,5.29950966,Out
1031,-2.834130141,1,8889918.0,1,-28.38706313,-29.60798391,41.81787826,98.77842845,6.996888236,0.287341919,,-0.041756055,5.757465012000001,-1.1575564740000002,12.91707835,4,41.81787826,1,0,2,138,999810.0,1,3,3.002503829,0.308833708,,,,5.555085785,0.8814760709999999,85.96736816,0,203.967059,,1,-5.21529668,-23.7064994,-0.634610684,77.44141792,0.435563925,-5.6583294460000015,29.71205374,-20.49713946,-3.717831592,7.67236725,2.38928035,-125.2238353,-1.967823875,-0.812680779,50.0,5.508198298,Single
1052,18.23228021,2,999804.0,1,-4.507257325,-5.05588649,196.1264191,68.07231104,6.756976913,2.584644165,2478.240824,-1.970865732,5.349944638999999,-2.990968408,20.33579155,5,193.7942652,0,0,2,159,8889935.0,1,4,1.69080176,-0.941313052,109.6627502,21.37033851,-8.604581052,5.60547822,1.346834809,88.24760639,0,194.716868,2413.31159,1,-5.689971677999999,-14.2859845,-2.9762153560000004,80.92360063,0.423492955,-6.334526129,26.08277533,-11.91804548,-3.810397415,12.18456127,6.560178173,-128.3208312,-7.066686343,-1.153424955,50.0,5.405056582,Single
1061,-5.849504203,0,8880671.0,1,-26.73504289,-28.01463445,27.06813047,91.1247351,6.186213476,0.195974731,,0.64908613,14.33099012,-2.081289061,9.601449257,5,26.07813293,0,0,5,168,8889952.0,1,1,3.059251465,0.498122421,,,,5.5427520160000014,1.226182849,86.16823811,0,236.0815187,1783.622127,0,-5.4750144270000005,-27.92984977,-0.168878077,77.83754775,0.440928648,-13.3290183,28.71788613,-23.8584171,-8.583621082,5.355100271,4.13284512,-125.3116978,-1.190381055,-1.07667493,50.0,5.515963791,Single
1064,41.54814376,0,1110014.0,1,-18.78638711,-17.24628807,213.0307331,64.75434578,5.819374915,4.186860352,,-1.218278894,-1.781170638,-0.8829742759999999,-6.959444821,5,213.0307331,0,0,6,171,8889952.0,1,3,1.766151214,0.175274625,104.1191304,64.3152285,-35.48467251,5.45495502,1.144593244,75.54566021,0,14.44758829,2002.932589,2,-9.403759883,-55.97584512,1.049497881,69.56495211,0.503897525,0.8591991370000001,20.11090019,-37.11064339,0.7058625059999999,-4.055587408,1.743605686,-109.915683,0.455623884,-1.071421871,50.0,5.50764909,Single
1070,-5.897933342000001,0,8886500.0,1,-21.56357014,-22.25143208,24.6817715,103.3748638,5.776808145,0.15343689,,0.40807874,12.31279035,-1.906720795,12.77386031,5,23.78460845,1,0,8,177,8889952.0,1,1,2.572212965,0.47940799,,,,5.645883247,1.227922773,88.0033158,1,223.8709456,1901.773529,0,-5.590724997000001,-23.40354353,-1.206623386,80.36024499999998,0.432902623,-11.84797002,26.96539207,-20.24545318,-7.2585383110000015,7.307932618,3.858106353,-127.980369,-3.462093036,-1.078118606,50.0,5.532311278,Single
1077,22.51594688,1,8882062.0,0,-12.58420265,-6.553173298,309.1433079,87.08580262,5.676614297,3.735388794,2926.676029,-0.452952028,4.934215348,-1.3871263,21.77351302,5,299.847705,2,1,10,184,8889952.0,1,2,2.971189945,0.17306169300000002,108.7062161,39.70374936,-16.82046596,5.692733559,1.055074068,87.26793502,0,192.7484784,1926.637137,0,-4.48415779,-15.74076721,-1.511713944,78.23186853,0.440828666,-4.9747819810000005,30.68232828,-12.69007836,-3.177612084,12.44526883,2.90891431,-126.7489315,-3.857221235,-0.941340404,50.0,5.555753901,Out
1081,22.88317649,1,8889923.0,0,-2.786971276,1.506189005,343.6668805,91.20681738,6.983362842000001,3.935228882,2159.432098,0.66155181,16.46099642,-2.520139654,5.880757514,5,336.0132468000001,0,1,1,188,8886498.0,1,4,1.910968944,1.0565101140000002,109.9948893,40.37469099,-1.028175035,5.430829352000001,1.977791609,81.95499161,0,250.2238397,1688.867461,2,-7.325573021,-34.35449366,-0.721784744,74.35763488,0.45653584,-14.31163461,26.09738735,-27.142413,-10.15760219,3.571175044,4.864521375,-119.30836200000002,-2.31139282,-1.828742185,50.0,5.374648551,Out
1105,-8.780737127,1,999804.0,1,-4.567981704,-5.4404580220000005,17.38414798,102.292876,5.86809138,0.108873901,,-0.185268992,13.50752825,-2.719358619,2.8745185760000003,6,16.42297509,0,1,1,212,8889952.0,1,3,2.389335423,-0.183514311,,,,5.367468613,1.218390445,86.28195694,0,257.8439168,1917.800343,1,-6.553265145,-34.43233367,-0.116983189,79.40122888,0.439608238,-12.80632797,24.36366334,-29.64521557,-8.181621173,1.6156039080000002,5.533049048,-125.5083791,-1.348274072,-1.00631461,50.0,5.337934591000001,Out
1117,7.867256792999999,2,8880671.0,1,-9.277139673999999,-9.921682039,142.6428435,95.24799048,5.893182408,1.198654175,,-1.939146532,-2.527300764,-1.464728781,1.105400889,6,142.6428435,2,0,4,224,8889952.0,1,7,2.643523741,-0.397591899,108.5748779,5.908885842,-17.64879565,5.430007598,1.173054179,76.06118261,0,114.4756383,2147.4607100000007,2,-7.546962495,-46.81819962,1.200557697,70.19904399,0.498248773,1.209853053,19.04108189,-31.83109489,0.984495274,0.27907213,2.9010833110000003,-110.706126,1.017796579,-1.053830064,50.0,5.4995509060000005,Single
1130,26.31020952,1,8889924.0,0,-36.7710326,-24.0984712,302.8914627,83.58328056,6.708972573,3.956972046,,0.032952273,11.45224881,-2.146399541,6.078519937,6,264.3549011,1,1,2,237,8886498.0,1,3,2.293664397,0.167370627,96.77372428,45.8074034,-52.29560985,5.521125607999999,1.175925988,91.60829489,0,241.9249023,1935.247421,1,-6.072455298,-25.84621102,-1.173531228,84.56913505,0.406663451,-12.54604544,26.79773895,-25.49872511,-6.9229692620000005,3.683476141,4.675869383,-133.4776848,-3.4736828930000003,-1.038510572,50.0,5.432996042,Out
1133,5.250086327,1,8889921.0,1,-16.85654773,-17.62702519,122.5544736,104.7291905,6.604058839,0.8958691409999999,1068.019536,-0.69146565,10.29548018,-2.659528629,15.96704901,6,122.5544736,2,0,3,240,8886498.0,1,3,2.288183574,-0.132978087,105.3568995,1.961903482,-31.62144257,5.67136855,1.446720617,93.24943824,0,212.7655629,2162.473577,1,-5.226892611,-15.42546579,-2.28662644,84.74031174,0.403259467,-12.02042169,31.61682622,-14.54565857,-6.593830068,9.670094019,5.996903134,-135.60468319999998,-5.873145709,-1.270127965,50.0,5.509203372000001,Single
1134,-32.91581823,0,8889923.0,0,-11.22023589,-24.80542645,5.5743820039999985,38.7832422,6.944204213,0.060789185,,-0.5640605129999999,14.57728088,-3.355438893,7.036091622000001,6,5.464234013,2,1,4,241,8886498.0,1,1,1.670568415,-0.133888179,,,,5.381938195,1.708213485,81.30986494,0,244.1134862,,0,-7.382501136,-33.39677926,-1.01828244,74.81707277,0.457655628,-12.90829809,22.31899938,-26.17776493,-9.17400603,4.261595271,6.592293832999999,-118.3628342,-2.903272899,-1.505005018,50.0,5.306732042,Single
1138,17.53438272,0,8886500.0,1,-3.773124604,-5.931233262999999,350.5432774,98.9538578,5.939511637000001,3.552911987,1843.349133,0.761695883,14.41084744,-1.947251415,4.3089112510000005,7,340.6587097000001,0,1,2,245,8889952.0,1,2,2.212175962,0.7846494890000001,109.5034533,32.43864343,-10.43344479,5.556786566,1.390544933,84.97206198,0,253.221639,1809.169304,1,-6.912490677999999,-34.02463214,-0.548686881,78.27935598,0.445616231,-12.90272974,23.74891257,-28.32993275,-8.468221375,2.522940825,3.760522779,-123.675581,-2.234164537,-1.243693555,50.0,5.493828825,Out
1153,33.24527353,1,8886502.0,1,12.4003663,5.9769644510000015,314.9598872,83.89505691,5.885827892000001,4.797651978,3271.097854,-3.154777412,-9.878656108,-1.281552355,-0.552486099,7,312.35486010000005,2,1,6,260,8889947.0,1,4,2.518802432,-0.255081187,108.8997853,64.24070078,15.51856098,5.770847742999999,1.758197627,77.71495318,0,87.05351309999998,,2,-8.17918961,-47.37008744,0.748825915,70.43374208,0.492465825,6.250670321,24.05572956,-32.86822111,4.958481015,-0.55066757,2.803187878,-112.9655938,0.153236138,-1.649388172,50.0,5.804247051,Out
1158,3.63538131,1,8889935.0,1,-4.524569582,-5.122169706,85.78324688,97.46305942,6.207528998,0.643390503,693.1361477,-3.425204508,-10.79422651,-1.383227135,0.13225799300000002,7,83.77555351,0,0,1,265,8886498.0,1,5,2.119038294,-0.792481361,,,,5.568571699,1.383778192,84.00034229,0,90.89662947,,2,-7.538053929,-38.87560189,-0.227383319,77.22676440000002,0.449518511,8.308154068,24.64223412,-31.96713704,5.555927805,0.138368335,3.2644695130000003,-122.3020246,-1.6066501009999998,-1.274715661,50.0,5.531936086,Single
1170,48.09785875,0,8880671.0,1,14.18273583,9.496315787999999,210.7789269,78.60307633,5.794334686,5.063779907,2170.053479,-2.531276391,-8.269757041,-0.981705627,-6.063269301,8,123.5766762,0,1,2,277,8889947.0,1,3,2.521336624,0.054496614000000006,107.4938848,103.2361513,23.34652465,5.754613102,1.656765944,76.75636969,0,53.95228948,2396.069223,2,-8.623603095,-53.29824458,1.298706509,71.04686353,0.494656095,5.3001315280000005,19.42169935,-36.74440337,4.28410521,-3.694225465,2.150671867,-111.7156676,1.009773364,-1.571192712,50.0,5.829325897,Out
1180,13.27584122,0,8889937.0,0,19.98260755,17.21121796,236.0258621,90.07224,7.24351921,2.311630859,1110.070599,-0.184012471,15.35581819,-3.158129668,7.634849534,8,236.0258621,0,0,1,287,8886498.0,1,2,1.957029662,-0.134224565,104.2940425,18.70154165,34.967589600000004,5.64716751,1.446355258,84.12379681,0,243.4576851,,1,-7.101835464,-30.06270881,-1.307433515,76.57842629,0.4419042,-14.5678729,26.49746885,-25.05219898,-9.950413373,4.864495167,6.4094028189999985,-122.4597534,-3.479254489,-1.271345066,50.0,5.563744715,Single
1202,41.90537963,2,8889923.0,0,-11.72028333,-4.015346568,307.7950223,91.20384692,6.645072307,5.526625366,,-0.491021619,7.279783478,-1.88312778,19.23591841,8,176.53787350000005,2,1,6,309,8886498.0,1,4,2.016358361,0.124858078,109.1053041,93.91950771,-14.00104472,5.738371243,1.242268889,92.36066819,0,200.6994893,1946.612206,1,-5.320666753,-12.65960286,-2.910088485,84.08781794,0.406477369,-8.348100747,30.5592708,-11.21585276,-4.674240102,11.73484152,4.206966687,-134.34076509999997,-7.197958419,-1.118564313,50.0,5.537141364,Out
1224,12.40203845,0,8889935.0,1,14.19624564,6.774493525,315.2626402,104.8226191,6.893730387000001,2.876037598,2052.548923,-0.983977157,-0.336202435,-0.91957511,12.5790536,9,315.2626402,0,0,1,331,1110017.0,1,1,3.425776669,-0.17984910199999998,108.63011670000002,23.74261712,17.30447938,5.6157115420000006,0.6858439959999999,90.15614705,0,178.4727593,1821.977936,0,-4.4246929360000005,-20.27448673,-0.5492770220000001,82.62643323,0.412536716,-0.114282195,27.63263168,-19.59021285,-0.066232156,7.292951997999999,2.118910676,-131.4502395,-1.803353834,-0.627855328,50.0,5.573720527000001,Double
1227,36.20531379,2,8889933.0,1,-24.31292892,-17.56463701,328.2930893,85.42702565,7.224965612,4.880419312,,-0.032321429,5.426597273,-1.085398022,14.5036578,9,124.4407737,0,1,2,334,1110017.0,1,3,2.807397529,0.121030297,102.998332,72.25568721,-38.61744899,5.5994389039999986,0.651302323,89.57787737,0,200.4730477,,0,-4.985991122,-18.76061142,-1.357016299,81.1222714,0.415107435,-5.832558174,30.81462889,-17.415647699999994,-3.487116867,8.823618559,2.342166495,-130.5499912,-3.546843465,-0.590916145,50.0,5.516198525,Out
1229,-6.534485144,0,8889917.0,1,6.086266952000001,4.708891699,17.86823836,99.12140326,7.020701729,0.117614136,,-0.554969012,5.9597837999999985,-1.702571997,16.43978597,9,16.18535261,1,0,3,336,1110017.0,1,2,1.980007555,-0.520860742,,,,5.701504549,0.529978046,89.57555116,1,199.8917067,1965.891271,1,-5.785275778,-16.93922392,-2.539347815,81.70064552,0.4158227470000001,-6.600921235,28.80753196,-15.04957842,-3.916852021,10.16131129,3.724021481,-130.4245394,-6.220905234,-0.428623869,50.0,5.541412518,Single
1232,-3.845493368,1,8889937.0,0,10.69787361,13.05479677,33.69675217,93.8513745,6.969734957999999,0.2412323,,1.042250633,12.05335494,-1.285121704,5.639844419,9,32.37507374,1,2,4,339,1110017.0,1,3,2.2983905680000003,0.907692284,,,,5.151132252,1.072303457,80.90726512,0,244.7740804,,1,-6.709188966,-35.51570115,0.117503124,73.53445079,0.461727456,-9.983578225,24.99235856,-27.81627185,-7.21815575,3.150685083,2.363431184,-117.8880782,-0.586725598,-0.997329459,50.0,5.146008923,Out
1259,3.812163657,0,8882669.0,0,0.37918693,0.63915261,67.59904770000001,77.89631182,5.767232223,0.6272528079999999,577.011977,0.648624071,14.24164448,-2.013074985,7.060956158,1,57.94238475,2,1,5,27,8889952.0,1,2,1.688363694,0.365903969,,,,5.763571282999999,1.053080447,88.1423764,0,243.5195768,1889.319277,1,-7.133987638,-28.66583344,-1.810583439,81.58981587,0.430198126,-13.67516933,24.17523828,-25.05056815,-8.167151667,4.254319892,4.036050895,-128.2423145,-5.005577744,-0.895437492,50.0,5.596457332000001,Out
1271,5.650908562000001,0,8889923.0,0,2.400350207,2.5314320130000003,119.01693629999998,97.54231754,6.821985305,0.92644165,680.4182482000001,-1.054246314,1.319228844,-1.306861222,16.92758145,1,119.01693629999998,1,0,3,39,8882683.0,1,1,2.727400925,0.56308617,109.9037444,1.5047492530000002,4.59989316,5.939429307999999,1.645361404,84.0879188,0,184.4469192,2022.627763,0,-5.6127446260000005,-21.05868113,-1.596713593,77.00020702,0.44359312,-1.676694614,24.51755835,-17.15291997,-1.130402663,10.127022300000002,2.7615080780000003,-122.5153848,-3.949720833,-1.56198161,50.0,5.828925277000001,Single
